,age,content_count,cover_photo,days_won,followers,ideology,user_index,joined,last_visit,location,name,profile_photo,rank,religion,rep
16,20,19,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,2,2,National Socialist,26,2018-06-08T21:38:05Z,2019-09-05T07:28:19Z,Cali,MoonMan,https://fascistforge.com/uploads/monthly_2018_06/moonman.jpg.8ba0c4ab075a049790d9b3b3b707b43f.jpg,Member,ONA,35
17,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,,27,2018-06-10T20:52:05Z,2018-06-10T21:36:49Z,,anglo,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,,0
18,,2,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,2,0,Fascism,28,2018-06-20T09:43:48Z,2018-07-09T10:18:35Z,,PerOhlin,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Fascism,3
19,"100,000",109,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,12,2,National Socialism,29,2018-07-05T02:06:00Z,2019-07-17T07:12:34Z,Saturn,SteelHammer,https://fascistforge.com/uploads/monthly_2018_07/BlackSun_svg.png.85b2581de95939853b9a74adcf809909.png,Fanatic,Esoteric Hitlerism,141
20,22,0,https://fascistforge.com/uploads/monthly_2018_07/1154212468_AtomwaffenFlag_small.png.0ff55348bf84e196d93db9d5215fa492.png,0,1,Universal Order,30,2018-07-09T17:35:33Z,2018-07-18T20:00:32Z,Norway,Commando,https://fascistforge.com/uploads/monthly_2018_07/263785137_Nooseflag_crop.jpg.e8d712630d66d8fad00545506756c21e.jpg,Newcomer,None,0
21,,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,1,National Socialism,31,2018-07-13T02:19:21Z,2018-07-13T02:26:48Z,,Nuke,https://fascistforge.com/uploads/monthly_2018_07/1742440155_siegeandIG.JPG.239518ebb241ec5317acf64d10d39191.JPG,Newcomer,Esoteric Fascism,1
22,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,33,2018-07-16T04:12:47Z,2018-07-17T05:37:33Z,,Zoltan SA,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Pagan,0
23,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,34,2018-07-17T22:38:50Z,2018-07-18T00:03:17Z,,stibnite21,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Agnostic,0
24,,5,https://fascistforge.com/uploads/monthly_2019_01/muss06h.jpg.eb61dae530b755c63e4ee44c3c26565d.jpg,0,0,Ironguard fascist,35,2018-08-07T16:12:51Z,2019-07-15T16:25:24Z,,NicoSarko,https://fascistforge.com/uploads/monthly_2019_01/show.jpg.85327051506ef4c7f46351905d6e5487.jpg,Newcomer,Deist,0
25,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascist,36,2018-08-08T04:25:36Z,2018-08-08T05:08:49Z,,Stańczyk,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Agnostic,0
26,18,3,https://fascistforge.com/uploads/monthly_2018_08/Background.png.944169f37a4234f03d374fc82f4ca7c6.png,1,0,American Futurist,37,2018-08-09T19:18:27Z,2018-10-10T16:01:19Z,USA,Kurt Sturm,https://fascistforge.com/uploads/monthly_2018_08/pfp.png.4e38ce98e4d2af68b7f5fc642f03209b.png,Newcomer,Agnostic,7
27,,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,1,0,Ironmarch Fascism,38,2018-08-20T03:07:59Z,2018-08-20T03:47:47Z,,KlannerScum777,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Old Catholic,1
28,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,39,2018-08-25T21:31:06Z,2018-08-27T22:21:53Z,,cemoooo,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Tengrism,0
29,6 gorrilion,168,https://fascistforge.com/uploads/monthly_2018_09/E6AAD213-173D-4DDE-89F0-84501F70FFDC.jpeg.dd8a2803f58f58d68e39e4383ed1185f.jpeg,6,0,National Socialist,40,2018-08-26T18:37:20Z,2019-09-03T20:37:09Z,a cave in tajikistan,Reltih,https://fascistforge.com/uploads/monthly_2018_09/1484259230417.jpg.d6d3a4d78a73b6182193040f82bf1f7e.jpg,Fanatic,Esoteric whateveryouwant-ist,158
30,0,201,https://fascistforge.com/uploads/monthly_2019_05/FB_IMG_1558399921470.jpg.8f5b1e27152953b8d60c870e15955eae.jpg,16,20,Acc,42,2018-08-29T18:03:58Z,2019-08-13T02:51:15Z,0,Italo,https://fascistforge.com/uploads/monthly_2019_05/PicsArt_05-28-11_27.25_optimized.jpg.c856017cdf0af9ade80c97642baf8bb6.jpg,Enforcer,Ari,279
31,18,18,https://fascistforge.com/uploads/monthly_2018_09/1897138114_naziparade.jpg.a76b2b4e6b5bf24efb52f8f38619eb75.jpg,2,1,Fascist Worldview,43,2018-08-30T04:11:03Z,2019-02-13T02:13:46Z,USA,FascistPirate,https://fascistforge.com/uploads/monthly_2019_01/macky.jpg.f9ff83770bf47561ab981ab309cd735f.jpg,Member,Branch Davidian,17
32,19,5,https://fascistforge.com/uploads/monthly_2018_09/980x.jpg.9223228fc5c172cf764e277e87695136.jpg,1,0,National Socialist,44,2018-09-08T11:19:32Z,2018-09-12T20:49:32Z,USA,VisnuHitler,https://fascistforge.com/uploads/monthly_2018_09/Adobe_20180906_100806.jpg.1e50d2b84527fe036bf4abba3e5718f3.jpg,Member,Pagan,4
33,,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,45,2018-09-08T15:54:17Z,2019-02-11T22:24:37Z,,followthewhiterabbit,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Agnostic,2
34,,0,https://fascistforge.com/uploads/monthly_2018_09/828087E7-C16A-40F7-9C67-90F081F503FC.jpeg.ade52bc03b9316ff25655edcff567893.jpeg,0,0,White Nationalism,46,2018-09-08T19:26:34Z,2018-09-08T19:31:35Z,,Santa,https://fascistforge.com/uploads/monthly_2018_09/1179963604_image_ecc079fb-25de-462d-a98a-f8d56a068cbd_jpgv1434309926.cd3a75f95883857ae356457c5ad096ca,Newcomer,Nord,0
35,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,2,Rape Centered Capitalist Feuda,48,2018-09-11T21:07:43Z,2018-09-19T01:40:24Z,,Vex,https://fascistforge.com/uploads/monthly_2018_09/pfp.jpg.cd510acaca024e50f2951c10dc8db229.jpg,Mengele Victim,Nazism,0
36,17,21,https://fascistforge.com/uploads/monthly_2018_11/Untitled-1.jpg.eac6184fd42e592ea26a2bf870143f6f.jpg,3,3,National Socialism,49,2018-09-11T21:21:13Z,2019-02-12T11:15:36Z,On a vacation in Lalaland,Einar Birkemann,https://fascistforge.com/uploads/monthly_2019_01/2117628892_Untitled-1copy.jpg.9a0bceb7bcddd9af56e64a57ae422794.jpg,Member,Esoteric Hitlerism,46
37,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,1,Rape-Centered Caste System,50,2018-09-11T21:22:25Z,2018-10-22T00:41:50Z,,Zeigler,https://fascistforge.com/uploads/monthly_2018_09/Fritz_Kuhn_193801xx_NARA_2.jpg.6325c6af8db294e9f6f53eceae33b366.jpg,Newcomer,Pantheon of Hot E-Babes,0
38,,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Nazi,51,2018-09-11T21:42:45Z,2018-09-12T00:12:03Z,,NecroCharger,https://fascistforge.com/uploads/monthly_2018_09/1533096813861.jpg.1feab128f3dec033c342d76b3dfed099.jpg,Newcomer,Vedic,0
39,15,2,https://fascistforge.com/uploads/monthly_2018_09/JPEG_20180830_144716.jpg.4fa785912d84e7b9dfcdf012043f190a.jpg,0,0,National Socialism,52,2018-09-12T17:11:40Z,2019-02-10T21:02:50Z,Estonia,Kristjan,https://fascistforge.com/uploads/monthly_2018_09/SSwoke.png.b083503b8faefe1dc033399c826c3d5c.png,Newcomer,Esoteric Hitlerism,1
40,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Democratic Socialist,54,2018-09-16T18:01:25Z,2018-09-16T18:04:48Z,,Von Hanz,https://fascistforge.com/uploads/monthly_2018_09/hqdefault.jpg.62533fb91fced135a4d0d34534e27ea3.jpg,Newcomer,Christianity (Protestant),0
41,18,38,https://fascistforge.com/uploads/monthly_2018_09/maxresdefault.jpg.9d82639c4cb8244504b816b325f5b896.jpg,4,3,American Futurism,55,2018-09-16T19:53:18Z,2018-10-27T05:48:46Z,Midwestern United States,Huddy,https://fascistforge.com/uploads/monthly_2018_09/st-paul-with-sword.jpg.4dde864d5c6e6d31f8c96532900cc016.jpg,Mengele Victim,Roman Catholicism,42
42,,9,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,56,2018-09-17T13:31:00Z,2018-09-20T15:00:00Z,,JamesEgbert,https://fascistforge.com/uploads/monthly_2018_09/5a51e818c924e.jpeg.jpg.b3044d9bf73c23dd8468ec519ebc108e.jpg,Member,Nature,1
43,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,58,2018-09-18T00:11:28Z,2018-09-18T00:11:29Z,,Austere,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Pagan,0
44,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,59,2018-09-18T14:14:43Z,2018-09-18T14:32:37Z,,Akllemius,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Satanism,0
45,16,36,https://fascistforge.com/uploads/monthly_2018_09/2mile.jpg.0bca1d334e6c653991310442fcfd685d.jpg,1,2,Capitalist Nazbol Reich,60,2018-09-18T16:58:25Z,2018-09-29T05:41:49Z,With the Black Israelites,Chilliers,https://fascistforge.com/uploads/monthly_2018_09/mypfp.jpg.d997af48b923c5c6b6fad51b55a7a130.jpg,Mengele Victim,Orthodox Christianity,12
46,,0,https://fascistforge.com/uploads/monthly_2018_09/thumb-1920-798088.jpg.cabfd79fb62b43f667269649b29bb0b0.jpg,0,0,National Socialism,61,2018-09-18T17:06:16Z,2018-10-12T03:26:10Z,,WOJTEKKK,https://fascistforge.com/uploads/monthly_2018_09/B9Xdxaie_400x400.jpg.ea65ecb9e1ce988775ad62b3b30c8ac9.jpg,Newcomer,Christianity,0
47,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Rockwellian National Socialism,62,2018-09-18T18:40:21Z,2018-09-18T18:40:22Z,,Vanguard1488,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,N/A Looking into Paganism,0
48,22,9,https://fascistforge.com/uploads/monthly_2018_09/hqdefault.jpg.80698af52eb167f3d08ea1bf1dc653e7.jpg,2,2,National Socialist,63,2018-09-18T22:44:49Z,2018-10-03T17:11:18Z,Ohio,Konstantin,https://fascistforge.com/uploads/monthly_2018_09/icon.jpg.24ac9b85e508dca08d76752356764988.jpg,Mengele Victim,Orthodox,10
49,17,12,https://fascistforge.com/uploads/monthly_2018_09/1467136957_1512545914917(1).jpg.be908b84ab7dcb91106704e591ea7496.jpg,2,3,National Socialist,65,2018-09-19T00:08:01Z,2018-10-26T12:09:02Z,Southern United States,ArchRain,https://fascistforge.com/uploads/monthly_2018_09/warpath.jpg.e2539b4172461bfadb866a8c38ddad14.jpg,Member,Heil Hitler,21
50,1488,3,https://fascistforge.com/uploads/monthly_2018_09/1a.png.25b5e98b8e2e5f04957ce109125bf992.png,0,1,(Worldview) Fascism,66,2018-09-19T00:33:53Z,2018-10-15T20:50:15Z,America,Tante,https://fascistforge.com/uploads/monthly_2018_09/1111tantetemp.jpg.e4cd75e33d4c8c6252b80c5133a14dac.jpg,Newcomer,Non-Denominational Christian,5
51,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascist,67,2018-09-19T06:23:00Z,2018-09-19T06:27:02Z,,wulf88,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Discerning,0
52,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialism,68,2018-09-19T06:30:10Z,2018-09-19T06:30:11Z,,Crusade,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Christianity,0
53,,0,https://fascistforge.com/uploads/monthly_2018_09/1224750208_DeusVult2.jpg.cccd270ce7b68736507537731143e213.jpg,0,0,Clerical Fascism,69,2018-09-19T10:05:28Z,2018-11-06T15:35:10Z,,Endzeit Elegy,https://fascistforge.com/uploads/monthly_2018_09/2099196790_DeusVult1.jpg.73712b3cbee2ee3262787bead9fb728c.jpg,Newcomer,Roman Catholic,0
54,,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascist,70,2018-09-19T15:10:26Z,2018-09-19T15:59:07Z,,EkisHeathen,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Heathen,-1
55,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Legionarism,71,2018-09-19T17:24:09Z,2018-09-19T17:24:10Z,,Aleister J. Pound,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Orthodox Christianity,0
56,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Revolutionary NS,72,2018-09-19T22:20:49Z,2018-09-20T17:32:31Z,,Lion,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Wotanism,0
57,18,7,https://fascistforge.com/uploads/monthly_2018_09/meme228.png.f7e3ec2738a7dbf07d0e37afdb1f0a1c.png,0,2,National Syndicalism,73,2018-09-20T06:24:45Z,2018-09-29T04:50:27Z,East Coast,Georges Sorel,https://fascistforge.com/uploads/monthly_2018_09/meme1.jpg.5c2e294fa93d239937b42a637f8047f5.jpg,Mengele Victim,Orthodox Christianity,3
58,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,74,2018-09-20T08:49:09Z,2018-09-20T08:55:54Z,,Festung,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Agnostic,0
59,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,,75,2018-09-20T13:07:25Z,2018-09-20T13:07:27Z,,spiritoftomassi,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,,0
60,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialism,76,2018-09-20T19:52:09Z,2018-09-21T18:23:26Z,,88-Chaos-88,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Universal Order,0
61,21,2,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialism,77,2018-09-21T19:01:42Z,2019-09-04T16:08:26Z,Canada,Swerve,https://fascistforge.com/uploads/monthly_2018_09/masks-skull-mask-ghost-camo-paintballing-2_480x480.jpg.c84cf1a4a39da2e915b0b1358aa85487.jpg,Newcomer,Naturalist,1
62,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Universal Order,78,2018-09-22T02:42:35Z,2018-09-22T02:42:36Z,,Mames Jason,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,western esotericism,0
63,,5,https://fascistforge.com/uploads/monthly_2018_09/nationaalsocialisme-het-biologische-wereldbeeld-banner.jpg.53cc68cea8f80ce18e52c4e5f3bacd6a.jpg,0,0,Fascism,79,2018-09-22T10:36:43Z,2019-01-14T14:20:30Z,,dinghal,https://fascistforge.com/uploads/monthly_2018_09/dinghal-gravatar.jpg.0cb6d5e3c3ffd463a571fb469ae05311.jpg,Newcomer,Path of the old Gods,4
64,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,,80,2018-09-23T08:16:46Z,2018-09-25T10:57:50Z,,BarbaraLax,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,,0
65,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Nazi,81,2018-09-24T19:33:59Z,2019-01-29T10:32:06Z,,Einsatz,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Protestant,0
66,,2,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialism,82,2018-09-25T06:05:57Z,2019-02-09T16:06:23Z,,Ungern Sternberg,https://fascistforge.com/uploads/monthly_2018_09/wewel.jpg.708dc3747493af3c840eddf2f11f1377.jpg,Mengele Victim,Mormon Identity,0
67,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Eco-Fascism,83,2018-09-25T06:55:55Z,2018-09-25T06:55:56Z,,Black Pill,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Catholic,0
68,,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,85,2018-09-26T05:58:32Z,2018-09-26T05:58:34Z,,m_ss,https://fascistforge.com/uploads/monthly_2018_09/beast.jpeg.f5e524c3ca15a934d0ff036ca9414700.jpeg,Newcomer,Odinism,0
69,,0,https://fascistforge.com/uploads/monthly_2018_09/wasp1jpegsmol.jpg.10b603166e3492330ff634950ffc28d7.jpg,0,0,Super-Fascism,87,2018-09-27T20:06:16Z,2018-09-27T20:23:15Z,,Wasplord,https://fascistforge.com/uploads/monthly_2018_09/wasp1supersmol.jpg.877d55a8a855fc9fa6f3e902ea0324bf.jpg,Newcomer,Super-Fascism,0
70,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,88,2018-09-28T09:48:58Z,2018-09-30T19:34:25Z,,Kapitan,https://fascistforge.com/uploads/monthly_2018_09/biruitor.jpg.61b7babaddd70032e2b99f5dc479fb5b.jpg,Mengele Victim,Orthodox,0
71,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Syndicalist,90,2018-09-28T17:30:21Z,2018-09-28T18:33:29Z,,Celtic Protestant,https://fascistforge.com/uploads/monthly_2018_09/meme1.thumb.jpg.27b1bc4284eadd85de0cd760c2837cd8.jpg.985964c4f29dbf1d4cf9fb8902ab84ab.jpg,Mengele Victim,Orthodox Christianity,0
72,13,8,https://fascistforge.com/uploads/monthly_2018_09/white_tree_of_gondor__downloadable_wallpaper__by_netickque-d66yfs8.jpg.a4f11af73fdbb7c170802ce3edcdc072.jpg,0,0,National Socialism,92,2018-09-28T21:01:31Z,2018-10-03T07:32:27Z,"USA, California",AGondorianNS,https://fascistforge.com/uploads/monthly_2018_09/Nazi-American-Flag.jpg.74f15913d718edd20b1dee736f6a722e.jpg,Newcomer,Protestantism,1
73,26,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,93,2018-09-29T01:58:18Z,2018-10-01T16:14:26Z,Death Valley,Atlas,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Universal Order,0
